Report Number,Supplemental Number,Accident Date/Time,Operator ID,Pipeline Location,Pipeline Type,Liquid Type,Accident State,Cause Category,Cause Subcategory,Net Loss (Barrels),Shutdown Date/Time,All Costs
20100109,17494,5/16/2010 2:30 AM,31174,ONSHORE,TANK,CRUDE OIL,LA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0.0,,1879337
20100111,17875,5/16/2010 6:45 AM,31684,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.0,,23575
20100103,17942,5/16/2010 2:50 PM,30829,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1.0,,194586
20100090,17462,5/17/2010 7:00 AM,30829,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.5,,1400
20100134,17715,5/19/2010 10:00 AM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.0,,6868
20110037,18413,5/19/2010 2:08 PM,2552,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.36,,20050
20100118,15866,5/20/2010 10:30 AM,2731,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,CORROSION,EXTERNAL,4.1,5/20/2010 10:40,70000
20100114,15966,5/20/2010 3:50 PM,1845,ONSHORE,TRANSITION AREA,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,CORROSION,EXTERNAL,0.0,5/20/2010 15:50,305195
20110375,19324,5/20/2010 4:30 PM,31476,ONSHORE,UNDERGROUND,CRUDE OIL,KS,CORROSION,INTERNAL,0.12,,11012
20100093,21865,5/20/2010 5:30 PM,32147,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OH,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.0,,1053057
20100119,17791,5/21/2010 1:45 PM,32334,ONSHORE,UNDERGROUND,CRUDE OIL,SD,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.11,5/21/2010 14:00,207508
20100120,15162,5/23/2010 6:30 AM,300,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,5/23/2010 7:45,9965
20100121,17375,5/24/2010 9:15 AM,31580,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,,25500
20100124,17780,5/25/2010 11:00 AM,26149,ONSHORE,TANK,CRUDE OIL,AK,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,1119.0,5/25/2010 11:00,28938000
20100125,17848,5/26/2010 7:30 PM,31666,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.1,5/26/2010 19:30,5066
20100101,15130,5/27/2010 3:50 AM,20160,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.31,5/27/2010 3:50,5220
20100116,17876,5/27/2010 8:00 AM,31684,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,5.0,,11700
20100127,17717,5/27/2010 12:45 PM,18718,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.36,,9499
20100107,15747,5/27/2010 1:40 PM,9175,ONSHORE,UNDERGROUND,CRUDE OIL,KS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1.0,5/27/2010 13:42,4765
20100110,18414,5/27/2010 3:00 PM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,,5000
20100130,19913,5/29/2010 12:34 PM,395,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MI,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1120.0,5/29/2010 12:37,1965246
20100102,15132,5/29/2010 2:00 PM,30003,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.25,,150
20100131,15540,5/29/2010 5:15 PM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,5/29/2010 17:50,71000
20100117,18415,5/31/2010 10:00 AM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SC,CORROSION,EXTERNAL,0.0,5/31/2010 10:00,22058
20100139,17395,6/1/2010 10:00 AM,2731,ONSHORE,UNDERGROUND,CRUDE OIL,CA,CORROSION,EXTERNAL,8.0,6/1/2010 10:05,150000
20100122,18809,6/1/2010 12:45 PM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1.0,6/1/2010 12:46,150
20100133,18225,6/3/2010 7:13 PM,31684,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,CORROSION,EXTERNAL,4618.0,6/3/2010 19:13,304262
20100132,17321,6/3/2010 8:21 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OK,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,11.0,6/3/2010 20:21,1854
20100138,17976,6/4/2010 11:25 AM,22855,ONSHORE,ABOVEGROUND,CRUDE OIL,MN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.9,6/4/2010 11:25,13741
20100128,15222,6/5/2010 10:30 AM,30755,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.0,6/5/2010 10:31,150758
20100115,17631,6/7/2010 8:00 AM,15774,ONSHORE,ABOVEGROUND,CRUDE OIL,ND,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.0,6/7/2010 8:01,10070
20100142,15621,6/7/2010 12:50 PM,32147,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IL,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.0,6/7/2010 13:00,287064
20100135,15361,6/8/2010 10:13 AM,31174,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,10.7,6/8/2010 10:14,784
20100140,18625,6/8/2010 3:45 PM,11169,ONSHORE,UNDERGROUND,CRUDE OIL,WI,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.0,6/8/2010 16:00,330000
20100123,15321,6/8/2010 3:50 PM,31684,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.01,6/8/2010 15:50,76269
20100137,18416,6/9/2010 8:00 AM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SC,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,9.52,,26885
20100129,17716,6/9/2010 10:47 PM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,3.0,6/9/2010 22:47,16534
20100144,17714,6/10/2010 4:30 AM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,,2536
20100113,15146,6/11/2010 7:00 AM,1248,ONSHORE,UNDERGROUND,CRUDE OIL,WY,CORROSION,EXTERNAL,0.12,,7500
20130124,17760,6/11/2010 7:00 PM,12624,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,,26581
20100146,20625,6/12/2010 7:42 AM,2731,ONSHORE,UNDERGROUND,CRUDE OIL,UT,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,22.0,6/12/2010 7:42,32233740
20100145,17877,6/12/2010 12:34 PM,31684,ONSHORE,ABOVEGROUND,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,,10180
20100243,17463,6/14/2010 4:26 AM,30829,ONSHORE,TANK,CRUDE OIL,OK,ALL OTHER CAUSES,MISCELLANEOUS,0.88,,11598
20100147,18486,6/14/2010 1:34 PM,31822,ONSHORE,TANK,CRUDE OIL,WY,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,5.0,,45375
20100126,17358,6/16/2010 9:00 AM,10012,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,ALL OTHER CAUSES,MISCELLANEOUS,0.19,,0
20100148,17713,6/16/2010 11:35 AM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.14,6/16/2010 11:35,5011
20100166,17790,6/23/2010 12:00 PM,32334,ONSHORE,ABOVEGROUND,CRUDE OIL,SD,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,,30417
20100136,15362,6/23/2010 12:08 PM,31174,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.24,6/23/2010 12:08,79030
20100143,17959,6/23/2010 12:09 PM,32147,ONSHORE,ABOVEGROUND,CRUDE OIL,OH,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,6/23/2010 12:09,42797
20100155,17581,6/25/2010 9:55 AM,22442,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,2.0,,22412
20100157,18532,6/28/2010 8:30 AM,4805,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IL,CORROSION,INTERNAL,0.0,,135000
20100158,21757,6/30/2010 4:58 AM,22610,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NE,CORROSION,EXTERNAL,36.14,6/30/2010 5:00,807094
20100159,18664,6/30/2010 6:45 PM,12105,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KS,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,2.0,,68152
20100156,18569,7/2/2010 10:15 AM,11169,ONSHORE,ABOVEGROUND,CRUDE OIL,MN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,137000
20100151,15623,7/2/2010 2:00 PM,32147,OFFSHORE,,CRUDE OIL,,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.52,,1036940
20100160,17712,7/4/2010 12:15 PM,18718,ONSHORE,UNDERGROUND,CRUDE OIL,OK,CORROSION,INTERNAL,0.4,7/12/2010 6:30,29411
20100163,16455,7/5/2010 10:40 AM,3445,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",GA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,3104.0,7/5/2010 10:52,524275
20120331,18714,7/6/2010 8:30 AM,32602,ONSHORE,UNDERGROUND,CRUDE OIL,CA,CORROSION,INTERNAL,0.0,7/6/2010 9:00,13900
20100162,18331,7/6/2010 9:45 AM,32288,ONSHORE,ABOVEGROUND,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.5,7/6/2010 10:00,2280
20100167,18582,7/7/2010 12:00 PM,4906,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.5,7/7/2010 12:00,6250
20100165,15285,7/8/2010 3:20 PM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,ALL OTHER CAUSES,MISCELLANEOUS,7.52,7/8/2010 15:20,261317
20100161,17710,7/11/2010 8:15 AM,18718,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,EXTERNAL,6.0,,43361
20100174,18363,7/12/2010 10:40 AM,4906,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,,10035
20100168,17772,7/12/2010 1:30 PM,15674,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",VA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,,5300
20100169,17306,7/14/2010 12:30 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.5,,49
20100176,15241,7/14/2010 1:30 PM,22855,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,33.8,,1294
20100152,17968,7/14/2010 1:40 PM,32147,ONSHORE,ABOVEGROUND,CRUDE OIL,IL,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,,25958
20100170,17310,7/14/2010 9:15 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OK,CORROSION,INTERNAL,30.0,,8727
20100173,17308,7/14/2010 11:00 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.11,7/14/2010 23:00,160
20100153,17961,7/17/2010 11:37 AM,32147,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IN,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.0,7/17/2010 11:46,21404
20100154,18848,7/17/2010 8:30 PM,26041,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,NATURAL FORCE DAMAGE,TEMPERATURE,0.0,7/17/2010 21:00,27300
20100178,17329,7/19/2010 8:44 PM,18092,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,7/19/2010 20:44,49500
20100172,17307,7/21/2010 1:02 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.2,,201
20100179,15904,7/23/2010 2:05 PM,12105,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",NE,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.36,,163161
20100181,19909,7/25/2010 5:58 PM,11169,ONSHORE,UNDERGROUND,CRUDE OIL,MI,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,1837.0,7/26/2010 11:17,840526118
20100171,18564,7/26/2010 2:20 PM,2387,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.6,,24952
20100180,18481,7/27/2010 4:41 PM,4805,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IL,CORROSION,INTERNAL,0.0,,362045
20100184,15264,7/28/2010 7:45 AM,11169,ONSHORE,UNDERGROUND,CRUDE OIL,MN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,7/28/2010 8:00,18352
20100182,18318,7/29/2010 9:40 AM,2170,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MT,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.03,,523
20100185,18597,7/29/2010 1:30 PM,11169,ONSHORE,UNDERGROUND,CRUDE OIL,MN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,830000
20100186,20028,7/29/2010 4:30 PM,31476,ONSHORE,UNDERGROUND,CRUDE OIL,KS,CORROSION,INTERNAL,8.0,,45000
20100175,17709,7/31/2010 7:02 AM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,2.5,,19227
20100189,17834,8/2/2010 8:35 PM,31666,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CO,NATURAL FORCE DAMAGE,LIGHTNING,0.0,8/2/2010 20:35,567
20100192,17582,8/3/2010 4:00 PM,22442,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,1209
20100193,19626,8/5/2010 1:30 AM,18779,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,8/5/2010 1:30,1000
20100187,15335,8/5/2010 2:00 PM,12470,ONSHORE,UNDERGROUND,CRUDE OIL,OH,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.0,8/5/2010 14:50,21238
20100242,17477,8/5/2010 3:00 PM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.5,,11044
20100183,19349,8/5/2010 7:38 PM,22610,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OK,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0.0,8/5/2010 19:38,240300
20100191,17825,8/9/2010 8:35 AM,31555,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),TX,ALL OTHER CAUSES,MISCELLANEOUS,0.37,,600
20100196,17652,8/11/2010 8:41 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,8/11/2010 8:41,9590
20100194,18053,8/11/2010 11:00 AM,26041,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,8/11/2010 11:00,20243
20100195,18143,8/12/2010 5:00 PM,31189,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3.0,,295600
20100199,16670,8/17/2010 8:30 AM,1845,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NY,CORROSION,EXTERNAL,0.0,8/17/2010 8:30,499335
20100201,15472,8/17/2010 9:48 AM,395,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IN,CORROSION,EXTERNAL,121.0,8/17/2010 9:49,13184000
20100197,19266,8/17/2010 4:00 PM,300,ONSHORE,UNDERGROUND,CRUDE OIL,OK,CORROSION,INTERNAL,0.0,8/17/2010 17:00,5080
20100198,17309,8/18/2010 5:00 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.0,8/18/2010 17:00,173
20100200,17789,8/19/2010 8:30 AM,32334,ONSHORE,ABOVEGROUND,CRUDE OIL,NE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,,33018
20100263,17850,8/19/2010 11:35 PM,26094,ONSHORE,UNDERGROUND,CRUDE OIL,LA,CORROSION,INTERNAL,0.0,,28500
20100202,15297,8/20/2010 7:00 AM,31580,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,,20000
20100190,17282,8/20/2010 9:45 AM,15774,ONSHORE,UNDERGROUND,CRUDE OIL,ND,CORROSION,INTERNAL,0.0,8/20/2010 10:00,11025
20100188,17708,8/22/2010 7:00 PM,18718,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,98.0,,398039
20100204,18480,8/23/2010 7:05 AM,4805,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OK,ALL OTHER CAUSES,MISCELLANEOUS,0.0,,2799
20100206,18575,8/24/2010 1:20 PM,31947,ONSHORE,ABOVEGROUND,CRUDE OIL,MO,CORROSION,INTERNAL,0.0,,15000
20100207,15303,8/25/2010 1:30 PM,32246,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,6.0,8/25/2010 13:30,5000
20100208,20568,8/26/2010 8:18 PM,4472,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.0,8/26/2010 21:15,18677
20100210,17389,8/27/2010 5:42 AM,2731,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,ALL OTHER CAUSES,MISCELLANEOUS,0.02,,2500
20100209,17892,8/27/2010 10:25 AM,31684,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WY,INCORRECT OPERATION,INCORRECT INSTALLATION,10.0,,16260
20100220,15823,8/27/2010 4:30 PM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",NY,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,3283.0,8/27/2010 17:00,1811756
20100211,19614,8/31/2010 3:30 AM,4906,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,8/31/2010 3:30,49050
20100214,15870,9/1/2010 5:20 PM,2731,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,ALL OTHER CAUSES,MISCELLANEOUS,4.46,9/1/2010 17:25,45800
20100264,17849,9/2/2010 7:50 AM,31454,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.0,,2222
20100205,15301,9/3/2010 9:45 AM,9175,ONSHORE,UNDERGROUND,CRUDE OIL,KS,CORROSION,INTERNAL,2.0,9/3/2010 10:10,4120
20100212,21563,9/5/2010 4:56 AM,12105,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OK,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.71,,45060
20100215,18338,9/5/2010 5:05 PM,4906,OFFSHORE,,CRUDE OIL,,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,,0
20100219,16776,9/7/2010 2:11 PM,2170,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MT,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.6,9/7/2010 14:22,10500
20100259,19203,9/7/2010 2:30 PM,26149,ONSHORE,ABOVEGROUND,CRUDE OIL,AK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,4128
20100265,17354,9/8/2010 8:11 AM,10012,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,6220
20100213,17741,9/8/2010 10:30 AM,3445,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,382.0,,17328
20100217,17311,9/8/2010 4:22 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KS,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.85,,60
20100218,17312,9/8/2010 4:22 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KS,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.85,,60
20100216,17764,9/9/2010 10:30 AM,12624,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.0,,47443
20100221,20596,9/9/2010 11:30 AM,11169,ONSHORE,UNDERGROUND,CRUDE OIL,IL,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0.0,9/9/2010 12:28,47393566
